usageKey,scientificName,canonicalName,rank,status,confidence,matchType,kingdom,phylum,family,genus,species,kingdomKey,phylumKey,classKey,familyKey,genusKey,speciesKey,synonym,class,acceptedUsageKey,verbatim_name,verbatim_index
8388421,"Porthidium volcanicum Solorzano, 1995",Porthidium volcanicum,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Viperidae,Porthidium,Porthidium volcanicum,1,44,11592253,5024,2444258,8388421,FALSE,Squamata,NA,Porthidium volcanicum,234
8894817,"Caretta caretta (Linnaeus, 1758)",Caretta caretta,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Cheloniidae,Caretta,Caretta caretta,1,44,11418114,9413,2442177,8894817,FALSE,Testudines,NA,Caretta caretta,235
5220372,"Chelonia agassizii Bocourt, 1868",Chelonia agassizii,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Cheloniidae,Chelonia,Chelonia mydas,1,44,11418114,9413,2441864,2442225,TRUE,Testudines,2442225,Chelonia agassizii,236
2442225,"Chelonia mydas (Linnaeus, 1758)",Chelonia mydas,SPECIES,ACCEPTED,97,EXACT,Animalia,Chordata,Cheloniidae,Chelonia,Chelonia mydas,1,44,11418114,9413,2441864,2442225,FALSE,Testudines,NA,Chelonia mydas,237
8841716,"Eretmochelys imbricata (Linnaeus, 1766)",Eretmochelys imbricata,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Cheloniidae,Eretmochelys,Eretmochelys imbricata,1,44,11418114,9413,2442206,8841716,FALSE,Testudines,NA,Eretmochelys imbricata,238
2442153,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Cheloniidae,Lepidochelys,Lepidochelys olivacea,1,44,11418114,9413,2442152,2442153,FALSE,Testudines,NA,Lepidochelys olivacea,239
8330787,"Chelydra acutirostris Peters, 1862",Chelydra acutirostris,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Chelydridae,Chelydra,Chelydra acutirostris,1,44,11418114,5462,2441904,8330787,FALSE,Testudines,NA,Chelydra acutirostris,240
2443630,"Rhinoclemmys annulata (Gray, 1860)",Rhinoclemmys annulata,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Geoemydidae,Rhinoclemmys,Rhinoclemmys annulata,1,44,11418114,5463,2443624,2443630,FALSE,Testudines,NA,Rhinoclemmys annulata,241
2443625,"Rhinoclemmys funerea (Cope, 1875)",Rhinoclemmys funerea,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Geoemydidae,Rhinoclemmys,Rhinoclemmys funerea,1,44,11418114,5463,2443624,2443625,FALSE,Testudines,NA,Rhinoclemmys funerea,242
2443680,"Rhinoclemmys pulcherrima (Gray, 1855)",Rhinoclemmys pulcherrima,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Geoemydidae,Rhinoclemmys,Rhinoclemmys pulcherrima,1,44,11418114,5463,2443624,2443680,FALSE,Testudines,NA,Rhinoclemmys pulcherrima,243
2443026,"Trachemys emolli (Legler, 1990)",Trachemys emolli,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Emydidae,Trachemys,Trachemys emolli,1,44,11418114,5465,2442941,2443026,FALSE,Testudines,NA,Trachemys emolli,244
2443040,"Trachemys venusta (Gray, 1855)",Trachemys venusta,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Emydidae,Trachemys,Trachemys venusta,1,44,11418114,5465,2442941,2443040,FALSE,Testudines,NA,Trachemys venusta,245
2442448,"Kinosternon angustipons Legler, 1965",Kinosternon angustipons,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Kinosternidae,Kinosternon,Kinosternon angustipons,1,44,11418114,5466,2442349,2442448,FALSE,Testudines,NA,Kinosternon angustipons,246
2442350,"Kinosternon leucostomum (Duméril, Bibron & Duméril, 1851)",Kinosternon leucostomum,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Kinosternidae,Kinosternon,Kinosternon leucostomum,1,44,11418114,5466,2442349,2442350,FALSE,Testudines,NA,Kinosternon leucostomum,247
2442361,"Kinosternon scorpioides (Linnaeus, 1766)",Kinosternon scorpioides,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Kinosternidae,Kinosternon,Kinosternon scorpioides,1,44,11418114,5466,2442349,2442361,FALSE,Testudines,NA,Kinosternon scorpioides,248
